Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost
0,retailer,5,0,0,5,0,0
0,wholesaler,5,0,0,5,0,0
0,distributor,5,0,0,5,0,0
0,manufacturer,5,0,0,5,0,0
1,retailer,5,4,0,1,0.0,2.5
1,wholesaler,5,4,0,1,0.0,2.5
1,distributor,5,4,0,1,0.0,2.5
1,manufacturer,5,4,0,1,0.0,2.5
2,retailer,1,4,4,1,0.0,0.5
2,wholesaler,1,4,4,1,0.0,0.5
2,distributor,1,4,4,1,0.0,0.5
2,manufacturer,1,4,4,1,0.0,0.5
3,retailer,1,4,4,1,0.0,0.5
3,wholesaler,1,4,4,1,0.0,0.5
3,distributor,1,4,4,1,0.0,0.5
3,manufacturer,1,4,4,1,0.0,0.5
4,retailer,1,4,4,1,0.0,0.5
4,wholesaler,1,4,4,1,0.0,0.5
4,distributor,1,4,4,1,0.0,0.5
4,manufacturer,1,4,4,1,0.0,0.5
5,retailer,1,4,4,1,0.0,0.5
5,wholesaler,1,4,4,1,0.0,0.5
5,distributor,1,4,4,1,0.0,0.5
5,manufacturer,1,4,4,1,0.0,0.5
6,retailer,1,4,4,1,0.0,0.5
6,wholesaler,1,4,4,1,0.0,0.5
6,distributor,1,4,4,1,0.0,0.5
6,manufacturer,1,4,4,1,0.0,0.5
7,retailer,1,4,4,1,0.0,0.5
7,wholesaler,1,4,4,1,0.0,0.5
7,distributor,1,4,4,1,0.0,0.5
7,manufacturer,1,4,4,1,0.0,0.5
8,retailer,1,4,4,1,0.0,0.5
8,wholesaler,1,4,4,1,0.0,0.5
8,distributor,1,4,4,1,0.0,0.5
8,manufacturer,1,4,4,1,0.0,0.5
9,retailer,1,4,4,1,0.0,0.5
9,wholesaler,1,4,4,1,0.0,0.5
9,distributor,1,4,4,1,0.0,0.5
9,manufacturer,1,4,4,1,0.0,0.5
10,retailer,1,4,4,1,0.0,0.5
10,wholesaler,1,4,4,1,0.0,0.5
10,distributor,1,4,4,1,0.0,0.5
10,manufacturer,1,4,4,1,0.0,0.5
11,retailer,1,4,4,1,0.0,0.5
11,wholesaler,1,4,4,1,0.0,0.5
11,distributor,1,4,4,1,0.0,0.5
11,manufacturer,1,4,4,1,0.0,0.5
12,retailer,1,4,4,1,0.0,0.5
12,wholesaler,1,4,4,1,0.0,0.5
12,distributor,1,4,4,1,0.0,0.5
12,manufacturer,1,4,4,1,0.0,0.5
13,retailer,1,4,4,1,0.0,0.5
13,wholesaler,1,4,4,1,0.0,0.5
13,distributor,1,4,4,1,0.0,0.5
13,manufacturer,1,4,4,1,0.0,0.5
14,retailer,1,4,4,1,0.0,0.5
14,wholesaler,1,4,4,1,0.0,0.5
14,distributor,1,4,4,1,0.0,0.5
14,manufacturer,1,4,4,1,0.0,0.5
15,retailer,1,12,4,-7,0.0,0.5
15,wholesaler,1,8,4,-3,0.0,0.5
15,distributor,1,4,4,1,0.0,0.5
15,manufacturer,1,4,4,1,0.0,0.5
16,retailer,-7,12,8,-11,35.0,0.0
16,wholesaler,-3,12,4,-11,15.0,0.0
16,distributor,1,4,4,1,0.0,0.5
16,manufacturer,1,4,4,1,0.0,0.5
17,retailer,-11,12,12,-11,55.0,0.0
17,wholesaler,-11,14,4,-21,55.0,0.0
17,distributor,1,4,4,1,0.0,0.5
17,manufacturer,1,4,4,1,0.0,0.5
18,retailer,-11,12,14,-9,55.0,0.0
18,wholesaler,-21,15,4,-32,105.0,0.0
18,distributor,1,4,4,1,0.0,0.5
18,manufacturer,1,4,4,1,0.0,0.5
19,retailer,-9,12,15,-6,45.0,0.0
19,wholesaler,-32,16,4,-44,160.0,0.0
19,distributor,1,4,4,1,0.0,0.5
19,manufacturer,1,4,4,1,0.0,0.5
20,retailer,-6,12,16,-2,30.0,0.0
20,wholesaler,-44,16,4,-56,220.0,0.0
20,distributor,1,4,4,1,0.0,0.5
20,manufacturer,1,4,4,1,0.0,0.5
21,retailer,-2,12,16,2,10.0,0.0
21,wholesaler,-56,17,4,-69,280.0,0.0
21,distributor,1,4,4,1,0.0,0.5
21,manufacturer,1,4,4,1,0.0,0.5
22,retailer,2,12,17,7,0.0,1.0
22,wholesaler,-69,17,4,-82,345.0,0.0
22,distributor,1,4,4,1,0.0,0.5
22,manufacturer,1,4,4,1,0.0,0.5
23,retailer,7,12,17,12,0.0,3.5
23,wholesaler,-82,17,4,-95,410.0,0.0
23,distributor,1,4,4,1,0.0,0.5
23,manufacturer,1,4,4,1,0.0,0.5
24,retailer,12,12,17,17,0.0,6.0
24,wholesaler,-95,17,4,-108,475.0,0.0
24,distributor,1,4,4,1,0.0,0.5
24,manufacturer,1,4,4,1,0.0,0.5
25,retailer,17,12,17,22,0.0,8.5
25,wholesaler,-108,17,4,-121,540.0,0.0
25,distributor,1,4,4,1,0.0,0.5
25,manufacturer,1,4,4,1,0.0,0.5
26,retailer,22,12,17,27,0.0,11.0
26,wholesaler,-121,17,4,-134,605.0,0.0
26,distributor,1,4,4,1,0.0,0.5
26,manufacturer,1,4,4,1,0.0,0.5
27,retailer,27,12,17,32,0.0,13.5
27,wholesaler,-134,17,4,-147,670.0,0.0
27,distributor,1,4,4,1,0.0,0.5
27,manufacturer,1,4,4,1,0.0,0.5
28,retailer,32,12,17,37,0.0,16.0
28,wholesaler,-147,17,4,-160,735.0,0.0
28,distributor,1,4,4,1,0.0,0.5
28,manufacturer,1,4,4,1,0.0,0.5
29,retailer,37,12,17,42,0.0,18.5
29,wholesaler,-160,17,4,-173,800.0,0.0
29,distributor,1,4,4,1,0.0,0.5
29,manufacturer,1,4,4,1,0.0,0.5
30,retailer,42,12,17,47,0.0,21.0
30,wholesaler,-173,17,4,-186,865.0,0.0
30,distributor,1,4,4,1,0.0,0.5
30,manufacturer,1,4,4,1,0.0,0.5
31,retailer,47,12,17,52,0.0,23.5
31,wholesaler,-186,17,4,-199,930.0,0.0
31,distributor,1,4,4,1,0.0,0.5
31,manufacturer,1,4,4,1,0.0,0.5
32,retailer,52,12,17,57,0.0,26.0
32,wholesaler,-199,17,4,-212,995.0,0.0
32,distributor,1,4,4,1,0.0,0.5
32,manufacturer,1,4,4,1,0.0,0.5
33,retailer,57,12,17,62,0.0,28.5
33,wholesaler,-212,17,4,-225,1060.0,0.0
33,distributor,1,4,4,1,0.0,0.5
33,manufacturer,1,4,4,1,0.0,0.5
34,retailer,62,12,17,67,0.0,31.0
34,wholesaler,-225,17,4,-238,1125.0,0.0
34,distributor,1,4,4,1,0.0,0.5
34,manufacturer,1,4,4,1,0.0,0.5
35,retailer,67,12,17,72,0.0,33.5
35,wholesaler,-238,17,4,-251,1190.0,0.0
35,distributor,1,4,4,1,0.0,0.5
35,manufacturer,1,4,4,1,0.0,0.5
36,retailer,72,12,17,77,0.0,36.0
36,wholesaler,-251,17,4,-264,1255.0,0.0
36,distributor,1,4,4,1,0.0,0.5
36,manufacturer,1,4,4,1,0.0,0.5
37,retailer,77,12,17,82,0.0,38.5
37,wholesaler,-264,17,4,-277,1320.0,0.0
37,distributor,1,4,4,1,0.0,0.5
37,manufacturer,1,4,4,1,0.0,0.5
38,retailer,82,12,17,87,0.0,41.0
38,wholesaler,-277,17,4,-290,1385.0,0.0
38,distributor,1,4,4,1,0.0,0.5
38,manufacturer,1,4,4,1,0.0,0.5
39,retailer,87,12,17,92,0.0,43.5
39,wholesaler,-290,17,4,-303,1450.0,0.0
39,distributor,1,4,4,1,0.0,0.5
39,manufacturer,1,4,4,1,0.0,0.5
40,retailer,92,12,17,97,0.0,46.0
40,wholesaler,-303,17,4,-316,1515.0,0.0
40,distributor,1,4,4,1,0.0,0.5
40,manufacturer,1,4,4,1,0.0,0.5
