Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
0,retailer,0,0,0,0,0,0,
0,wholesaler,0,0,0,0,0,0,
0,distributor,0,0,0,0,0,0,
0,manufacturer,0,0,0,0,0,0,
1,retailer,0,4,0,-4,0.0,0.0,
1,wholesaler,0,0,0,0,0.0,0.0,
1,distributor,0,0,0,0,0.0,0.0,
1,manufacturer,0,0,0,0,0.0,0.0,
2,retailer,-4,4,0,-8,30.0,0.0,
2,wholesaler,0,0,0,0,0.0,0.0,
2,distributor,0,0,0,0,0.0,0.0,
2,manufacturer,0,0,0,0,0.0,0.0,
3,retailer,-8,4,0,-12,60.0,0.0,
3,wholesaler,0,0,0,0,0.0,0.0,
3,distributor,0,0,0,0,0.0,0.0,
3,manufacturer,0,0,0,0,0.0,0.0,
4,retailer,-12,4,0,-16,90.0,0.0,
4,wholesaler,0,0,0,0,0.0,0.0,
4,distributor,0,0,0,0,0.0,0.0,
4,manufacturer,0,0,0,0,0.0,0.0,
5,retailer,-16,4,0,-20,120.0,0.0,
5,wholesaler,0,0,0,0,0.0,0.0,
5,distributor,0,0,0,0,0.0,0.0,
5,manufacturer,0,0,0,0,0.0,0.0,
6,retailer,-20,4,0,-24,150.0,0.0,
6,wholesaler,0,0,0,0,0.0,0.0,
6,distributor,0,0,0,0,0.0,0.0,
6,manufacturer,0,0,0,0,0.0,0.0,
7,retailer,-24,4,0,-28,180.0,0.0,
7,wholesaler,0,0,0,0,0.0,0.0,
7,distributor,0,0,0,0,0.0,0.0,
7,manufacturer,0,0,0,0,0.0,0.0,
8,retailer,-28,4,0,-32,210.0,0.0,
8,wholesaler,0,0,0,0,0.0,0.0,
8,distributor,0,0,0,0,0.0,0.0,
8,manufacturer,0,0,0,0,0.0,0.0,
9,retailer,-32,4,0,-36,240.0,0.0,
9,wholesaler,0,0,0,0,0.0,0.0,
9,distributor,0,0,0,0,0.0,0.0,
9,manufacturer,0,0,0,0,0.0,0.0,
10,retailer,-36,4,0,-40,270.0,0.0,
10,wholesaler,0,0,0,0,0.0,0.0,
10,distributor,0,0,0,0,0.0,0.0,
10,manufacturer,0,0,0,0,0.0,0.0,
11,retailer,-40,4,0,-44,300.0,0.0,
11,wholesaler,0,0,0,0,0.0,0.0,
11,distributor,0,0,0,0,0.0,0.0,
11,manufacturer,0,0,0,0,0.0,0.0,
12,retailer,-44,4,0,-48,330.0,0.0,
12,wholesaler,0,0,0,0,0.0,0.0,
12,distributor,0,0,0,0,0.0,0.0,
12,manufacturer,0,0,0,0,0.0,0.0,
13,retailer,-48,4,0,-52,360.0,0.0,
13,wholesaler,0,0,0,0,0.0,0.0,
13,distributor,0,0,0,0,0.0,0.0,
13,manufacturer,0,0,0,0,0.0,0.0,
14,retailer,-52,4,0,-56,390.0,0.0,
14,wholesaler,0,0,0,0,0.0,0.0,
14,distributor,0,0,0,0,0.0,0.0,
14,manufacturer,0,0,0,0,0.0,0.0,
15,retailer,-56,12,0,-68,420.0,0.0,
15,wholesaler,0,0,0,0,0.0,0.0,
15,distributor,0,0,0,0,0.0,0.0,
15,manufacturer,0,0,0,0,0.0,0.0,
16,retailer,-68,12,0,-80,510.0,0.0,
16,wholesaler,0,0,0,0,0.0,0.0,
16,distributor,0,0,0,0,0.0,0.0,
16,manufacturer,0,0,0,0,0.0,0.0,
17,retailer,-80,12,0,-92,600.0,0.0,
17,wholesaler,0,0,0,0,0.0,0.0,
17,distributor,0,0,0,0,0.0,0.0,
17,manufacturer,0,0,0,0,0.0,0.0,
